utterance,5W1H
Why do you think you are hacked? Have you seen any odd things happen? Windows is like a very large ant hive there are millions of things goin on alle the time. Most normal people can't undestand the complexity of it all and that alone can get your mind spinning. For me it was Windows System log that started to give me errors that i couldent find an anwser for. The best way to deal with a hacker is very simple...unpluck the PC from internet...second best thing is keeping all programs updated. Run Antivirus software. Use Microsoft sites to learn how to tighten the security on your system. https://www.heimdalagent.com/da/home This little tool is great..keeps your system updated. http://technet.microsoft.com/en-us/windows/aa905062 Firewall Policy Wireshark ..or Network Monitor from microsoft. Monitor network trafic (warning this can give you grey hair) hehe Attack Surface Analyzer (Beta) Microsoft Security Assessment Tool Microsoft Baseline Security Analyzer and so on...lots and lots of tools and documents to read.... So unless you are 100% sure your hacked you should just relax a bit have some beer and enjoy life away from PC a Bit....most the time if you get hacked..you wont even know it before they are gone and now are spending your money and drinking your beer :) Hope this helps alittle...if not someone else might have better anwsers.  ,"[0, 0, 0, 0, 0, 1]"
Several of my sites have had my name and passwords removed.  Several friends have indicated they have been friended AGAIN???  Amazon has sent me notice of merchandise having been delivered.  I haven't ordered anything from Amazon???  I have changed my credit cards with new ones.,"[0, 0, 0, 0, 0, 0]"
"I have always been able to send pictures from my cell phone to my Hotmail plus email account, and all of a sudden  the picture does not show up.  The email comes in saying it came from my phone, but it doesn't show the picture I sent.  What happened? How do I fix this? I need to be able to get pictures sent from my phone. I have Windows 7 and HP computer.","[0, 0, 0, 0, 0, 1]"
"Hello Gaile,  I would like to know some information about the issue so that we could help you better.  How do you access your emails? Is it through webmail or an email client or program?  I appreciate you for providing details about the issue.  I also realize the inconvenience you are experiencing due to Hotmail email issue. I will certainly help you.  This issue may occur due to incorrect email settings.  Please refer to suggestions from Giridhar J replied on May 5, 2015 and check if it helps. http://answers.microsoft.com/en-us/outlook_com/forum/oemail-oattach/cannot-view-images-from-within-outlookcom/531c83cd-4a6d-4b82-aea0-245a351b46c7  I hope this information helps.  Please do let us know if you need any further assistance.  Thank you","[0, 0, 0, 0, 0, 0]"
"I have followed all the steps that Giridhar posted, but none of it has helped.  On my hotmail prompts there is nothing that shows ""attach"" or ""photo"".  It shows ""attach"" if you want to send a new email from hotmail, but it doesn't show ""attachment"" when you receive one, anymore.  This is very frustrating.  I hope my only recourse is not a new email account, because I have had hotmail for 15 years or more and everyone has my email address, including social security, my bank, etc.  This would be a huge inconvenience to have to change all that. ","[0, 0, 1, 0, 0, 1]"
"Hello Gaile,  Thank you for the response.  I appreciate your time.  I would suggest you to disable antivirus software and check the issue.  Note: Antivirus software can help protect your computer against viruses and other security threats. In most cases, you shouldn't disable your antivirus software. If you have to temporarily disable it to install other software, you should re-enable it as soon as you're done. If you're connected to the Internet or a network while your antivirus software is disabled, your computer is vulnerable to attacks.  Please keep us updated.  Thank you","[0, 0, 0, 0, 0, 0]"
I have no solution I am looking for the solution!!!!!! ,"[0, 0, 0, 0, 0, 0]"
"hi.   i created 2 adim acc on win 7 laptop,... guest account is disabled  i have only these two accounts as active.. my problem is i want to delete one of then or convert it to a standard account but i cannot get the option to do anything in this particular one except create password, it says i can change the pic but when i try that it shows as blank on the logon screen and there is no name except other user.  how can i delete this  account. the other ADmin accounts gives me all options it should but  i need to delete the other one.. when i am logged into the admin account i do haave all options on  i will get messages saying i am not the administraor and  do whatever task i am tryinf IE... installing programs now i cannot even get my pc backup to work anf it seems to have happened after i made this new admin account i cannot get rid off..    I am running win 7ultmate. Thanks in advance and sorry for such a lengthy question..   <Original title - . i created 2 admin account now cannot delete>","[1, 0, 1, 0, 0, 1]"
"Rather than writing a lengthy step-by-step procedure that shows you how to do it by means of the standard graphical user interface, here is the console command shortcut:  1. Log on under an admin account. 2. Click Start. 3. Type the three letters cmd into the Search box. 4. Press Ctrl+Shift+Enter 5. Click ""Run as Administrator"". 6. Type the following commands and press Enter after each:     net localgroup administrators ""Jack"" /del     (this will demote the Jack account)  Before you go ahead with this recipe, consider this: In this forum we deal on a daily basis with people whose one and only admin account no longer works. The answer is always the same: It is as shortsighted to have just one working admin account as it is to have just one car key. Do you really want to take the risk?  Typical example: http://answers.microsoft.com/en-us/windows/forum/windows_7-security/i-have-forgotten-my-administrator-pasword-i-can/2f35a4fc-3951-4655-848e-341b10ee6f1b","[0, 0, 0, 0, 1, 1]"
"thanks for the advice on  rethinking my position about the 2 admin accounts . one of the reasons i thought i shoild delete it was i was thinking it may be corrupt in some form since i cannot  do windows backups without getting error codes one example(0x80070002 ) when gooleing the code it refers back to possible  user account issues ,  when i assign a pic to it it doesnt show up nor does the name  i gave the account on the logon screen. Does this sound like some type of corruption or maybe a setting i have made.","[0, 0, 1, 0, 0, 1]"
"It could well be that you have an account with a corrupted profile. The cautious way of dealing with such issues goes like this: Create a new admin account. See if the backup process works as designed. Wait two or three weeks. If all is well and if no data files are missing, delete the problem account.","[0, 0, 0, 0, 0, 0]"
"hi, i have two questions 1. Ctrl+Shift+Enter is not working here so what to do 2.isn't there any another way to delete the another  account ?","[1, 0, 0, 0, 0, 0]"
"hi, i have two questions 1. Ctrl+Shift+Enter is not working here so what to do 2.isn't there any another way to delete the another  account ?  Instead of appending your query to this two-month old thread, I recommend that you start a thread of your own and explain your problem in detail.","[1, 0, 0, 0, 0, 0]"
"I HAVE THE SAME QUESTION. I HAVE TRIED TO CREATE USER NAME BUT,WHEN I USE STANDARD ACCOUNT IT ALWAYS SHOW ADMINISTRATOR? I ALL WAYS MESS UP.HELP ME I DONT KNOW WHAT TO DO","[0, 0, 0, 0, 0, 0]"
"Please give me a step by step way to download the Microsoft edge on Windows 10. [Moved from: Windows / Windows 10 / Install, upgrade, & activate / PC]","[0, 0, 0, 0, 0, 0]"
"Microsoft is built in and cannot be downloaded. You can try reinstalling it using the following instructions. How to Reset or Reinstall Microsoft Edge - groovyPost   If that does not work, you can perform a repair upgrade to fix it:  ","[0, 0, 0, 0, 0, 0]"
What edition of Windows 10? In some editions Edge is a Store App. And if you wait a few weeks Edge may as well be a Store App on the new feature update (Fall Creators update) on non Enterprise editions.,"[0, 0, 0, 0, 0, 0]"
"Good day, Thanks for your response. It was very helpful.  O. Grant","[0, 0, 0, 0, 0, 0]"
"Hi Can someone please help me, I have 2 major problems on my system I have a Windows 7 Ultimate installation that has service pack 1 installed and is fully up to date as far as windows update is concerned 1. I am getting about 40 SideBySide errors per day and have not been able to resolve it no matter what I tried. Unfortunately I am not proficient with systrace The event viewer full description is a follows Activation context generation failed for ""C:WindowsWinSxSx86_microsoft.vc80.mfc_1fc8b3b9a1e18e3b_8.0.50727.4053_none_cbf21254470d8752MFC80.DLL"". Dependent Assembly Microsoft.VC80.MFCLOC,processorArchitecture=""x86"",publicKeyToken=""1fc8b3b9a1e18e3b"",type=""win32"",version=""8.0.50608.0"" could not be found. Please use sxstrace.exe for detailed diagnosis. 2.  I am getting over a hundred event viewer security Audit Failures"" per day all relating to the same file api-ms-win-core-synch-l1-2-0.dll I checked the file integrity by scanning it for viruses and it is reported as clean and therefore it can also be read. Where can I get another copy of the dll or is there another solution such as a Windows Update patch. The Event viewer entry is as follows: Code Integrity determined that the page hashes of an image file are not valid. The file could be improperly signed without page hashes or corrupt due to unauthorized modification. The invalid hashes could indicate a potential disk device error.  File Name: DeviceHarddiskVolume2WindowsSystem32api-ms-win-core-synch-l1-2-0.dll","[1, 0, 0, 0, 0, 0]"
"Hi Maverick,   There’s a possibility that a corrupted system file has caused this issue on your computer. To better assist you, please clarify the following:   In case you need assistance on how to create another user profile you can check out this link. For checking what KB that is currently installed on your device, you can follow these steps:   You can also perform a clean boot if the previous steps failed to work. This helps eliminate software conflicts that occur when you install a program or an update on your computer. Here’s the link for further assistance.  Feel free to contact us if you have further inquiries.  ","[1, 0, 1, 0, 0, 1]"
Hi Diane I decided to stop and take a bit of time to uninstall all non esential apps and somehow the sidebyside problem has gone away Thanks for your assistance ,"[0, 0, 0, 0, 0, 1]"
"Windows DVD starts playing Okay.  However, when paused and trying to continue, get a message that DVD  can not be decoded.  Nothing works, other than restarting the DVD movie.  Have been using VLC Media Player  and do not have any problems.  Yet I question whether there is a fix with the former.    Thanks, Emily","[0, 0, 1, 0, 0, 0]"
"Hi Emily,   This issue may have been caused by an outdated driver.  We would like to know more about your concern. Kindly provide us more details by answering the following questions:  Meanwhile, we suggest that you run the Hardware and Devices troubleshooter by following the steps provided below:  You can also refer to this article to this article to resolve Windows Media Player issue.  Should you need further assistance, feel free to get back to us.","[0, 0, 0, 0, 0, 0]"
"Hi David,  It started happening a couple of weeks ago.  No, I have not made any changes to my computer.  I followed your suggestion of running the troubleshooter and yes, in fact there was a driver to be updated.  Rebooted the PC, tried another DVD and I'm happy to report that the problem is now gone.  Thank you so much for your suggestion and prompt response.  Cheers.  EdEmily","[0, 0, 0, 0, 0, 0]"
"We appreciate your kind response.  Good to hear that the issue has been resolved.  Should you have other concern or question, don't hesitate to inform us and we'll be happy to assist you.","[0, 0, 0, 0, 0, 0]"
"When I want to edit an event on my calendar it keeps closing , is there a way to stop this ?","[0, 0, 0, 0, 0, 0]"
"Thank you for posting your query in Microsoft Community and welcome to Windows 10 family. We understand that you are unable to use the calendar app on Windows 10. We will certainly help you with this. Try the following methods and check if it works.   Method 1: Run app troubleshooter and check if it helps. http://windows.microsoft.com/en-us/windows-10/run-the-troubleshooter-for-windows-apps If the above method doesn’t fix the issue perform Method 2.  Method 2:   Follow the below steps: •Open Powershell as administrator •Run the command Get-appxprovisionedpackage –online | where-object {$_.packagename –like “*windowscommunicationsapps*”} | remove-appxprovisionedpackage –online If the issue still persist, use the System File Checker tool to repair missing or corrupted system files. Method 3: System File Checker is a utility in Windows that allows users to scan for corruptions in Windows system files and restore corrupted files. This article describes how to run the System File Checker tool (SFC.exe) to scan your system files and to repair missing or corrupted system files. Run the System File Checker tool (SFC.exe) Hope this information is helpful. Post us back with the results, we will be glad to assist you further.   Thank you","[0, 1, 0, 0, 0, 1]"
I open calendar it flashes on for a second and disappears,"[0, 0, 0, 0, 0, 0]"
How do I cancel Groove Music ?,"[0, 0, 0, 0, 0, 0]"
"Hi Anna,   Just to confirm what you want to do with your Groove Music app, are you trying to uninstall it? If not, what specifically are you trying to do with the Groove Music app?  We'll be waiting for your response.   Regards.","[1, 0, 0, 0, 0, 0]"
"I need to cancel my subscription to Groove Music. I never use it and I am paying every month. Please help, Thanks, Erika","[0, 0, 0, 0, 0, 0]"
"Since we're talking about subscription now, our Answer Desk is the best avenue for your concern about subscriptions and accounts.  You may share with us here if your concern gets resolved.  We're just a post away should you have further queries.   Best.","[0, 0, 0, 0, 0, 0]"
"I've installed Windows 10 but Edge doesn't work.  When I click on the icon, try to open pdfs or click on links in emails, on Facebook pages etc., Edge tries to load but then shuts itself down.  Sometimes I also get an error message. As Explorer and Acrobat still work I would like to revert to these.  However, Edge doesn't open long enough for me to click on the 3 dots, as has been recommended for others.","[0, 0, 0, 0, 0, 0]"
"Hello Susan,  Thank you for posting your concern in Microsoft Community and welcome to the Windows 10 Family.  We appreciate the time and effort you have put in to resolve the issue. I would like to assist you with further information from here.  If the above recommendations did not help, follow the below methods and check if it helps to resolve the issue.  Method 1  Method 2 Re-register Microsoft Edge in your account.  Additionally, also look for the latest windows updates as it helps to incorporate missing links in performance everytime you perform a Windows Update. latest update of Windows 10    Hope the above information is helpful. If you need further assistance, feel free to write to us and we wuld be happy to assist you.  Thank you.","[0, 0, 0, 0, 0, 0]"
"None of the above worked for me.  It's only affecting my Zbook15, not my self built desktop or my Yoga2Pro.  Worked when first upgrading to Win10Pro, but after some updates several weeks ago killed it.  The program will open with the Edge blue splash screen but it nevers makes it past that before just closing and shutting down.  Wasn't using it a lot due to the lack of a right click ""back"" option on the menu which I use all the time, but I did use it some.........David","[0, 0, 1, 0, 0, 0]"
"Hello Any other options? Se below what I've got and no improvement on Edge: Thanks and regards, Russell  ","[1, 0, 0, 0, 0, 0]"
"Edge Web Notification Click event : code to bring the corresponding window on top is not working. The same is working for other browsers which supports Notification. Please share your comments. JavaScript code used: Notification.requestPermission(function(status){     var n = new Notification('', {body: 'Hi',requireInteraction: true});     n.onclick = function(event) {         parent.focus();         window.focus();         window.open().close();         this.close();     }; }); System Details: Edition: Windows 10 Pro Version 1703 OS Build: 15063.296 Microsoft Edge 40.15063.0.0 Microsoft EdgeHTML 15.15063 Even though the on Click action getting triggered , the Window.focus()/Window.Open methods are not able to bring the Edge window on Top. The same code was working in Edge before the latest Edge update. Its working well in Edge 38.xxxx Version. Added JSFiddle to Demo the Issue. Please run the same in chrome and Edge . Minimize the Browser window once Notification button is clicked. Then Click on the Notification window. In Case of Chrome Notification the Chrome window is taken to front., but Edge its not. https://jsfiddle.net/jintujsfiddle/7qbn56f0/","[0, 0, 0, 0, 0, 0]"
"Hi Thomas,   There are different reasons why the web notification on click is not responding on Edge.  For us to isolate the issue, we'd like to know the following:   We'll be waiting for your response.","[0, 0, 0, 1, 0, 0]"
"[1st Question}- Yes [2nd Question}-The example added to Demo(https://jsfiddle.net/jintujsfiddle/7qbn56f0/) is a standalone using HTML and JS, which can be run on any server.                          Issue is not with 'on click is not responding' for Notification but the JavaScript code (window.focus/Window.open) added in click event listener is  not bringing the corresponding window on top if its minimized/behind other active apps/windows.  Added the Entire Html for Reference <!doctype html> <html lang=""en"">     <head>         <meta charset=""utf-8"">         <title>Notification</title>         <meta http-equiv=""X-UA-Compatible"" content=""IE=Edge"" />         <script type=""text/javascript"" src=""Lib/jquery-3.1.1.min.js""></script>     </head>     <body >         <div id=""reqID"">Yeah</div>         <button id=""button"">Send a notification</button>         <script type=""text/javascript"">                       $(document).ready(function(){                                                                       document.getElementById('button').addEventListener('click',function(){                   if (!('Notification' in window)) {                     alert('Web Notification is not supported');                     return;                   }                    Notification.requestPermission(function(permission) {                      var skypeIcon = 'https://s3-us-west-2.amazonaws.com/s.cdpn.io/515428/skype_icon.png';                     var notification = new Notification('Incoming notification!', {body: 'You have a new message.', icon: skypeIcon});                     notification.onclick = function(event) {                         parent.focus();                         window.focus();                         window.open().close();                         this.close();                     }                   });                 });                                     });                                   </script>         <div id=""sound""></div>     </body> </html> ","[0, 0, 0, 0, 0, 0]"
We appreciate the information you provided.  Issues related to a computer connected on a domain requires advance technical support.  We suggest that you post your query to our TechNet Forum.  It is a community of IT Professionals and Network specialists that can surely provide you the best resolution for your concern.  Regards.,"[0, 0, 0, 0, 0, 0]"
"Hi Thomas, I have the same problem! Have you found a way to resolve this? Thanks :) ","[0, 0, 0, 0, 0, 0]"
Not yet got any fix for the same.Keep it open until unless get a fix with any latest version.,"[0, 0, 0, 0, 0, 0]"
Other references  https://stackoverflow.com/questions/44080689/web-notification-on-click-event-in-edge-browser   http://www.webdeveloper.com/forum/showthread.php?363785-Web-Notification-behavior-on-Click-event-in-Edge-browser ,"[0, 0, 0, 0, 0, 1]"
"I just bought a new HP computer running Windows 10.  There is a tile marked ""mail"".  I set up to receive both my AOL mail and my RCN mail when I click on it.  It opens to read the mail for each email account fine but there are no contacts saved.  I used to be able to start typing the name of the person I wanted to send an email to and it gave me my contact list for that name, etc.  How do I get my old AOL contact list into the tile??  I can type AOL.com and click on ""mail"" and there I have all my contacts so there must be a way to get those contacts over to the mail tile.  I'm not that computer literate so please be specific.  Also I want to open my computer with the BING wallpaper that also has the toolbars and favorite icons so I can get all the info, etc. I used to get on my old computer.  I used to have an Internet Explorer icon on my desktop that I could click on to open that page.  It says IE is already loaded onto my computer but I can't figure out how to get it to operate as it did.  I also had Windows 10 on my older HP desktop before.   Thank you for any help, Clayton Original title :importing aol mail contacts","[0, 0, 1, 0, 0, 1]"
"Hi Clayton,  Welcome to Microsoft Community. I understand your concern. Let me help you to fix the issue.  As you said you have configured email accounts on mail app. Let’s check if the same email account is reflecting on the People app. Follow the below steps. For the issue with Internet Explorer, let’s create Internet explorer shortcut on your desktop. Hope this helps. Let us know the result.","[0, 0, 0, 0, 0, 0]"
"Yeah, sure. Could Microsoft have made this any more complicated? No.","[0, 0, 0, 0, 0, 0]"
"The solution regularly given by Microsoft Support for the problem that Autocorrect cannot be switched off in Windows 10 Mail, does not work.  This is the solution given by Microsoft Support: Go to Settings. Select Devices. Then select Typing. Now switch off Autocorrect misspelled words. It has been reported scores of times by users who need to write email in languages other than English that this does not work and that they need the auto-correcting to be really switched off.  What is the real answer? Moved From:  Windows / Windows 10 / Calling & messaging / PC","[0, 0, 0, 0, 1, 0]"
"Hi, Since switching off the Autocorrect misspelled words slider in Settings > Devices > Typing > Spelling doesn't disable Autocorrect in Windows 10 Mail app, we highly recommend that you send a feedback using the Feedback Hub app by following the steps below to make our engineers aware of your concern:    1. On a Windows 10 device, search for “Feedback Hub” in Cortana search, then launch the app.    2. Navigate to Feedback in the left menu, then press + Add new feedback.    3. Select Problem, and share any details you think are relevant, and choose an appropriate category and subcategory.    4. Important: If possible, reproduce the problem(s) after clicking Begin monitoring (or Start capture) near the end of the form; Stop monitoring when you’re done.    5. Once you’ve completed the form and monitoring, click Submit.    6. Click Continue using Feedback Hub.    7. Click My feedback at the top, then find the item you submitted (it may take a while to appear).    8. Open the item you submitted, then click Share.    9. Click Copy link, then paste the link here in your response (it will look like https://aka.ms/<unique link>).  Let us know if you have other questions.","[0, 0, 1, 0, 0, 0]"
"I have tried to alert Microsoft through its Feedback Hub but could not get a connection. While other websites could be reached and there was nothing wrong with my network, I simply could not activate the Feedback Hub.  The answer to my question is very simple. Settings > Devices > Typing >Switch off Autocorrect misspelled words does not work in Windows 10 Mail.  What does work, is choosing a matching keyboard/language option in the Language Bar (on the left of the date/time display on the Taskbar). Choose a keyboard/language option matching the language of an email being written in Windows 10 Mail. If the language, according to the Language Bar setting, is English, then words typed into the email will be auto-corrected to English, regardless of the language used while typing the email.  Microsoft has given the wrong answer in every attempt by a user to contact you in order to solve the auto-correct problem in Windows 10 Mail. I have even tried Windows Chat Support and got the same wrong answer. The wrong information given cannot be fixed by going to the Feedback Hub. Please alert the head of Support to this issue.  , ","[0, 0, 0, 0, 0, 0]"
"Hi,  Thank you for reporting this issue and describing the steps you have taken to address it. We truly appreciate the time you took to provide us your feedback. This will help us improve our ability to serve you and other users of Windows Mail app. We still encourage you to provide your feedback about the Autocorrect functionality in Windows Mail app by following the steps here. In the meantime, we'll definitely take note of this issue and make others aware of this workaround.  If you continue to experience issues when using the Feedback Hub, let us know.","[0, 0, 1, 0, 0, 0]"
On September 18th 2017 I received an automatic download from Microsoft. Since then I have been unable to use Microsoft Edge. Other browsers are fine (eg Google Chrome). Is there a fix?,"[0, 0, 0, 0, 0, 0]"
"Hi,  restarting the computer worked for me.  Regards.","[0, 0, 0, 0, 0, 0]"
Hi  Thanks for prompt reply  Have already tried your suggestion  'best  Kathryn,"[0, 0, 0, 0, 0, 0]"
 Have you got Trusteer Rapport Installed? If so there is a conflict with Edge Uninstall Rapport & Edge should work But ensure you have AV software for Banking,"[0, 0, 0, 0, 0, 0]"
" Hi   Yes Trusteer Rapport is indeed installed  After speaking with a Trusteer representative, they acknowledge the incompatibility and have suggested uninstall and reinstall latest version of Rapport, along with links/instructions  Thanks for pointing me in this direction  'best  Kathryn","[0, 0, 0, 0, 0, 0]"
"After Mail in Windows 10 was very slow to open and crashed on doing so I contacted Microsoft help.  The technician worked remotely to fix the issues and after many hours which included reinstalling Windows 10, I found that the Mail icon had disappeared from the Tiles in Desktop, the taskbar and the control panel.  Where do I locate it? ","[0, 0, 0, 0, 0, 0]"
"Hi Pat,  The Mail app can't be uninstalled via Settings or Control Panel. We need to use PowerShell to do so. However, reinstalling the Mail app is fairly straight-forward and easy. You can install it from the Windows Store. Have you tried searching for the Mail app using the search box? Have you gone through the Windows Store?  We hope to hear from you soon.","[0, 0, 0, 0, 0, 0]"
 Jamie.  Many thanks.  The Search option in App Store did the trick.,"[0, 0, 0, 0, 0, 0]"
"We're glad that your issue has been resolved. If you have further concerns, feel free to contact us.  Cheers!","[0, 0, 0, 0, 0, 0]"
IE contains an option to switch to newly created tabs.  I always browse with this option on (why would you create a new tab an not want to look at it?).  How can I do the same in Edge? PS - could not find a category for Edge in the classification options. ***Post moved by the moderator to the appropriate forum category.***,"[0, 0, 0, 1, 0, 0]"
"Hi Jeffrey,  To assist you better, kindly answer the questions below:    Regards.","[0, 0, 0, 0, 0, 0]"
"Hi Elizabeth, Thanks for the reply.  I have been using Edge for quite some time but have only just got around to posting this question now.  The situation where I get this issue is when I right click on a link in Edge and select to open it in a new tab.  It does just that but I am still left on the existing tab, not switched to the new tab.  The way I use Bing / Google is to get the results page up, then open the results I'm interested in a new tab so as to preserve the search results.  When I do this in IE, I am switched to the new tab automatically.  In Edge I am left with the search results.  I hope this explains it clearly. PS - thanks for re-classifying my post.","[0, 1, 1, 0, 0, 0]"
"Thank you for clarifying. What you can do is to hold Ctrl + Shift and click on the link and it will automatically switch to the new tab.  Having this option is a good idea, we suggest that you submit your query using the Feedback Hub on this link. We consider suggestions and comments provided by our users. These feedback are being collated, reviewed, and can be considered for future updates.  Let us know if you need further assistance.","[0, 0, 0, 0, 0, 0]"
 CTRL+SHIFT+Click does open a new tab and automatically switch to it.    Anyway way of doing it without using two hands (one on keyboard and one on mouse) would be great.  Just add back the same option IE has.  I've been submitting this to Edge feedback since Windows 10 came out and still not added.,"[0, 0, 0, 0, 0, 0]"
"I agree, it's one of the simplest things to do but Edge has been badly developed from the beginning. Not having the option of switching to a new tab automatically is a basic error that a junior coder wouldn't make on a commercial product.  I am Microsoft through and through but I use Firefox & sometimes IE11 for the practicality that Edge doesn't have, it's not even in top 5 browsers.   ","[0, 0, 0, 0, 0, 0]"
"I just ran the SFC scan, and the system is normal. At some time within the past two weeks (last time I used camera), a number of apps quit working: camera, microsoft edge, mail app, calculator and store. They are shaded out, as though signalling there is nothing there to open, then upon clicking, the window opens up saying: ""this app can't open, ... contact administrator... repair or reinstall. Since I can't open store, I can't reinstall.     Also, maybe related, add account does not open, just flickers a bit.","[0, 0, 0, 0, 0, 0]"
"Hi Seth,  Apps like the Calculator may not work due to a variety of reasons. This may include a corrupted user profile or a problem with the app itself. Answering the following questions may help us in resolving the issue.   Regards.","[0, 0, 0, 0, 0, 0]"
"Thanks for your response. I appreciate your time.  I did some things in the meantime, which I'll get to.   There were no error codes when I tried to open the apps, but when I restarted the computer, I got the following two error codes at various stages: 80004001 and oxc0000034. The thing with the ""add account"" was when I was trying to add a new account (following advice on some discussion page) on the hunch that, as you mention, the user profile issue was behind it. Clicking on ""add account"" button resulted in a flicker, similar to that resulting when I tried to open some of the malfunctioning apps. Now that issue too is normal.  Basically, it was not opening windows for a time, indicating a boot problem at one point, but after a few re-tries, it did open. By that time, I'm nervous, and decided, coolly, and after some deliberation, to restore the system. I've done that, and all of the apps are back. Everything seems fine, except that, on restarting again, I again got sent to the page that indicated that windows would not open. I again restarted once, and it spent some time with the windows updates, and now everything looks normal.   That failure to open windows on initial try occurred just prior to restoring the system, and just after, and I've never had that problem before in the two years with this computer.  ","[0, 0, 1, 0, 0, 0]"
We are happy that everything is now back to normal. Making sure that your computer gets the latest Windows Updates will help in avoiding this issue in the future.  Don't hesitate to let us know if you have further concerns.,"[0, 0, 0, 0, 0, 0]"
"Microsoft ... I am running Win 10 with Edge and while Edge still ""works"" when I click on the Edge Icon the text within all the ""bottons"" across has disappeared??? e.g. the ""Back"" button is still there and works but there is no text on it. How do I fix this?","[0, 0, 1, 0, 0, 0]"
"Hi Chelsea,   Occasionally, the screen will go to full screen and the standard toolbar at the top or at the bottom of the window will disappear. You may try to use this shortcut key combination (Windows + Shift + Enter) to get back the toolbar and have the normal screen of your Edge browser.  We are always available if you need further assistance.","[0, 0, 0, 0, 0, 0]"
"Microsoft support ... thanks for your response but the recommendation did not work. When I tried (Windows + Shift + Enter) it made Edge full screen with no toolbar. The problem is not that the toolbar disappeared but all of the ""push buttons"" on the Edge toolbar such as Back, Tabs I set Aside, Home, Refresh, Hub, Webnote, etc are all blank but they continue to function. With the exception of the tabs I have opened everything else is white.","[0, 0, 0, 0, 0, 0]"
"For us to come up with a resolution, we'll be needing the following information:  • Did you make any changes to your PC prior to the issue? • Can you send us the screenshot of what is showing on your browser's toolbar?  Regards.","[1, 0, 0, 0, 0, 1]"
" When using links embedded in my incoming emails to open files or associated sites I routinely get message... , ""You'll need  a new app to open this about""  below that it says ""Look in an app in the store""  below that is a checked box saying ""Always use this app"" I can't ever get to the store or to the site.  I don't know what APP they are talking about.   What is wrong?","[1, 0, 0, 0, 0, 0]"
"Hi,  Thank you for posting your query in Microsoft Community.  I understand your inconvenience and we will surely help you to resolve the issue.  In order to understand the issue better, I suggest you to answer the below questions.  1. Are you able to go store manually? 2. Did you tried to open the link of the email through mail app/Web browser? This might have occurred when you try to open the link which require some app which is not installed.  I suggest you to set Microsoft edge as default browser and check if it helps.  Refer the link: http://windows.microsoft.com/en-gb/windows-10/change-default-programs-in-windows-10  Hope this information helps. Please let me know if you need further assistance.","[0, 0, 1, 0, 0, 0]"
"1. Are you able to go store manually? YES 2. Did you tried to open the link of the email through mail app/Web browser? OPENED BEFORE THROUGH THE EMAIL APP BUT WHEN I GOT YOUR EMAIL I ADDED ""EASYMAIL FOR GMAIL"" AND THEN THE LINK OPENED FROM WITHIN THE EMAIL.  This might have occurred when you try to open the link which require some app which is not installed. INTERESTING - I AM STILL TESTING OTHER SIMILAR SITUATIONS WHERE I GET THE SAME STATEMENT.  THE QUESTION IS - HOW THE HECK DO I FIGURE OUT WHICH ""APP"" THE LINK IS LOOKING FOR, EACH TIME I GET THIS MESSAGE.  I SUSPECT THAT CHANGING MY DEFAULT BROWSER TO EDGE MIGHT HAVE BEEN PART OF THE RESOLUTION-IF IT IS RESOLVED.  CONTINUING TO TEST.  THX Wow, thanks for your quick reply.  Here are my answers...","[0, 0, 1, 0, 0, 0]"
"Hi,  Thank you for your reply and update.  We are sorry for the inconvenience caused.  Please perform the methods below and see if it helps.  Method 1: Run the Windows App troubleshooter and check.  The app troubleshooter will automatically notify you if there’s a problem with an app and try to fix the problem. If you continue experiencing problems with an app, try running the Apps troubleshooter. This tool can automatically identify and fix some problems with apps.  Refer the link: http://windows.microsoft.com/en-us/windows-10/run-the-troubleshooter-for-windows-apps  If issue persist try method 2.    Method 2: Run WSReset.exe   1. Press Windows+R key to open Run box. 2. Enter wsreset.exe in the Run command and then tap or click OK. 3. Restart your computer and check.  If resetting Windows Store cache does not help. Please try method 3.  Method 3: Please try the following:  1. Open the Task manager.  Here’s a tip:  Press CTRL+Shift+ESC. 2. Click File > Run New Task. 3. Make sure you have a check mark beside “Create this task with administrative privileges” 4. Type Powershell 5. Type the following in the Powershell prompt:   $manifest = (Get-AppxPackage Microsoft.WindowsStore).InstallLocation + 'AppxManifest.xml' ; Add-AppxPackage -DisableDevelopmentMode -Register $manifest   Close the PowerShell window. Then Reboot.  Reference: I would suggest you to refer the thread mentioned below and see if it brings any difference.  Settings doesn’t launch, or launches the Store instead. http://answers.microsoft.com/en-us/windows/forum/windows_10-other_settings/settings-doesnt-launch-or-launches-the-store/ec439819-7ee4-4b4d-abdd-35d82e04c55f  Hope this information is helpful. Do let us know if you need any further assistance, we'll be glad to assist you. ","[0, 0, 0, 0, 0, 0]"
I have tried all 3 methods mentioned below.  I still have get the same results.  The box comes up with You'll need a new app to open this. Get SM-http. Directing me to the store when I push ok and there is no such app.   This is a monthly on-line invoice I get and I need to be able to open this so I can pay this bill.    I could open it last month and I don't know why this is any different.  What in the world caused this?,"[0, 0, 1, 1, 0, 0]"
"I Don't know why my Message App is not working and I'm really annoyed and I need help.The apps is not giving me options and the information that the company is  giving me ,it is not helping in nothing.","[0, 0, 0, 1, 0, 0]"
