utterance,utterance_pos,initial_consine_similarity,consine_similarity,question_mark,duplicate,what,where,when,why,who,how,absolute_pos,norm_pos,utter_len,utter_len_unique_x,utter_len_unique_y,is_starter,contain_thank,exclamation_mark,feedback,neg,neu,pos,compound
The address book on AOL.com ,3,0.10206207261596577,0.3528251645047713,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,23,4,4,False,False,False,False,0.0,1.0,0.0,0.0
Hi I would like to know if there is a chance to bring back removed conversation ?,1,1.0000000000000002,0.48312575363683574,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2,60,10,10,True,False,False,False,0.0,0.769,0.231,0.5423
"Hi StephanieBuzzard217,   You are most welcome! My pleasure to assist you.   Knowing that all your concerns are addressed; I will be closing this case.   Thank you!   Marites P.   Skype Community Moderator",4,0.16252721107440024,0.691668501245082,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,143,19,19,False,True,True,False,0.0,0.73,0.27,0.8844
@ Adam S. This is not helpful to me. I cannot locate Tools in Edge anywhere.  I need to get rid of your Bing Virus from my Google Chrome. I'm tired of contacting this useless forum and not getting a reply form Microsoft.  I'd appreciate some help here.,3,0.37971665316902947,0.6890494718769519,False,False,0.0,1.0,0.0,0.0,0.0,0.0,3,1.0,178,28,26,False,False,False,False,0.149,0.756,0.095,-0.4735
"Thank you Jason I tried to restore, but no luck. Unfortunately there had not been a restore point created after the new install of windows 10 last week and had they told me to create one after the install I would have. It let me create a restore point but it was today's date and would not let me back date a point. After I had created the restore point, I restored it to today and it did let me open the news app, but when I closed it it would not let me open it again.",3,0.3579169947954395,0.6833590275456307,False,False,0.0,0.0,1.0,0.0,0.0,0.0,3,0.5,292,30,28,True,True,False,False,0.048,0.736,0.216,0.9464
"Hello Cory,   Thank you for your response.  Other way to check you Skype ID is by signing in to Skype on the website.  1. Sign in to Skype. 2. Scroll down and under Settings and preferences, click Account settings. 3. From here you will see your Skype Name or Microsoft account, if sign in using an email address.  Hope this information helps us. Let me know if you need further assistance.  Thank you!   ",5,0.3111269837220809,0.8325577307773394,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857143,274,35,34,False,True,True,False,0.0,0.865,0.135,0.8687
"As I hate new Google Maps with a passion - slow, clunky, resource hogging & with ridiculous big boxes over half the map, I have been trying Bing Maps, with mixed results. I am in the UK & it would seem that quite a few postcodes & places (stately homes for instance) aren't recognised on the map. Also, Street View is very limited. What is the proposed timescale to improve these things?",1,1.0,0.7117303513017371,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,284,40,39,True,False,False,False,0.103,0.824,0.073,-0.3597
"I need to cancel my subscription to Groove Music. I never use it and I am paying every month. Please help, Thanks, Erika",3,0.43994134506405996,0.5852026539146777,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,101,15,15,False,True,False,False,0.069,0.657,0.273,0.7096
"Hello April,  Yes, I did use a specific document, but I also indicated in my reply how to reproduce the issue without that file. In other words, it is not file-specific. Please try the following on your end and see if you can reproduce.  As I wrote, I have reproduced this issue on two Macs running El Capitan, and one running Sierra.  No, I am sorry, as I wrote I cannot attach the file, for confidentiality reasons, but the problem is quite easy to reproduce as shown above.  As for multiple monitors, apparently it does not matter—the issue occurs even on one monitor.  Jeff  Amanda ",5,0.5112709289289054,0.7738160900099212,False,False,0.0,0.0,0.0,0.0,0.0,1.0,5,0.5555555555555556,405,47,45,True,False,False,True,0.066,0.88,0.054,-0.0781
Craig  It can run in 8.1 now and will be able to run in 8.0 in the near future  http://mashable.com/2013/06/26/bing-maps-3d/,2,0.5026246899500346,0.7418406236632168,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,75,10,10,False,False,False,False,0.0,1.0,0.0,0.0
"I'm following the instructions (and I've done this many times before), but in this one particular presentation, the slide numbers have disappeared and can't be replaced. when I click apply to all, nothing happens, when I reopen the slide number dialogue box, it is unchecked, just as if I never applied it at all.  This started when I tried to have the page numbers start at 129, rather than the usual one. Now I can't get them to return even if they start at one.  PowerPoint for Mac v 15.25 (160817)  Thanks for your help, Curt ",4,0.5480166739083006,0.7805539244711645,False,False,0.0,0.0,1.0,0.0,0.0,0.0,4,0.8,348,45,42,False,True,False,False,0.023,0.891,0.086,0.7579
Same problem here. I tried connecting after login but have same error message... My Android version is 4.2... Also tried to install new Skype version but GooglePlay says that this version of Skype is no compatible with my phone What can I do?,4,0.28512094307508895,0.5961079755653117,True,True,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,168,21,21,False,False,False,False,0.17,0.83,0.0,-0.802
"I conducted a test as follows:  1. Created a simple powerPoint file ""presentation1"" of five picture slides. 2. Manually made each picture 9% brighter via the Format Picture tool pane. 3. Saved the file as ""presentation2"".  Size of ""presentation1"" is 247 KB.  Size of ""presentation2"" is 2,844 KB which is 10+ times as big.  Second test: In Step 2, I tried a different kind of change.  Reduced Temperature (hue) by 1,000, from 6,500 to 5,500. Then in Step 3, the size of ""presentation3"" is 2,864 KB.  Third test: In Step 2, I changed Brightness and Temperature together.  Then the size of ""presentation4"" is 2,836 KB.  Fourth test: I used a VB macro to change Brightness of all slides of ""presentation1"".  The size of ""presentation5"" became 2,843 KB. So VB macro is not causing the problem of File Size Explosion.  Regards,  Larry   ",3,0.41589186984781196,0.748124084500678,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.375,684,68,67,True,False,False,False,0.0,0.901,0.099,0.9162
"Setting up my new Surface Pro 4. Mail App (the one like Outlook for mobile devices; not Outlook for desktop) does not offer a focused inbox for my Gmail account. Unified inbox would be great, but I need to have the focused inbox for the other (exchange) account. So right now I have to choose between one or the other. A web search brings up announcements from April 2017 that say focused/other splitting is rolling out for Gmail. It's been months since those announcements were posted. Should I expect that it would be available to me by now? I have already added Gmail to Office Outlook on the same PC, which required setting up two-factor authentication for the Gmail account. Could that have anything to co with the inability of the Mail App to generate a focused inbox for my Gmail?",1,1.0,0.8765993360361884,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,529,57,57,True,False,False,True,0.034,0.879,0.087,0.7974
"It happens with all powerpoint files. However I recently discovered that if I try to hyperlink a pictures to an internal file then it works, but it crashes with text. However if I hyperlink a picture first and then hyperlink text it works fine. It's weird!   There is no error message. Ppt just closes and window comes up saying Microsoft Ppt has stopped working.   Thanks",3,0.3735658466645912,0.42493978525222414,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3333333333333333,281,33,30,True,True,True,False,0.06,0.815,0.125,0.7031
They might not response to feedbacks but they will review all of them and they will take action when needed. You could also use  this form to contact Bing Map support.,4,0.214350054690793,0.44692756803247957,False,False,0.0,0.0,1.0,0.0,0.0,0.0,4,0.8,96,15,15,False,False,False,False,0.0,0.894,0.106,0.5499
You're quite welcome and thanks for letting us know.,6,0.0,0.1749741181689038,False,False,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,44,8,8,False,True,False,False,0.0,0.52,0.48,0.7548
"Hello,  Would you mind posting a screenshot of the Window? Upload it in your next reply using the insert image icon in the menu above. It is next to the last icon on the right.  Which browser are you using? Which Windows version?  I'm unable to reproduce the issue.  How to take a screenshot. ",2,0.5048616658197308,0.801658183723091,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.4,205,27,26,False,False,False,False,0.0,1.0,0.0,0.0
It turns out that it is also not limited to mobile numbers in the Netherlands but also business numbers. +3188 numbers. what a bummer.,4,0.1889822365046136,0.5169872324591763,False,False,1.0,0.0,0.0,0.0,0.0,0.0,4,1.0,83,9,9,True,False,False,False,0.127,0.823,0.05,-0.4708
"Dear Alexa,   Thanks for the prompt reply!  For years, using skype , there was not issue to be logged in on multiple devices at the same time ! I've been logged in on Mac & iOS on more then two devices for the last 5 years minimum... Now I have my messages automatically read on all devices - so it's a upgrade that Skype did recently?? It's actually doesn't happen to my colleagues that I asked and they are logged in on multiple devices...   If it's ""By design"" , then it's a very bad feature ! If it's a ""bug"" , let's define as such and patiently wait for resolution?  Thanks!",3,0.29611004613199104,0.7811209524330232,True,True,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,378,46,46,True,True,True,False,0.031,0.885,0.084,0.7442
not helpful ,3,0.0,0.0570990591522943,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,7,1,1,False,False,False,False,0.7,0.3,0.0,-0.3252
"Hi TimPlanet,  If you see the Skype name that has the word “live:” with set of different numbers, then that’s the default Skype name of your account. Unfortunately, creating a specific username or Skype name on Skype will no longer be available. The only option are email address or phone number.  Feel free to post for any other concerns.  Thanks.",6,0.23525585419861694,0.7463815804599617,False,False,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,230,29,28,False,True,False,False,0.067,0.791,0.142,0.6249
Try  Select a pic Format in Picture tools > Compress Pictures  UNTICK Apply to This picture Only  Set to 96 dpi or 150 dpi  OK,7,0.12909944487358055,0.3215486816758856,False,False,0.0,0.0,0.0,0.0,0.0,0.0,7,0.875,103,16,15,False,False,False,False,0.0,0.891,0.109,0.4466
"Hi Lindsey, Thankyou for the answer. Now I'm able to save the pushpins, but I'm not able to save directions. I build my itinerary, A to B to C to D to A,but I can't save. When I re-connect my user and I click the link in my places, I have only the pins.",3,0.6905866555930482,0.8167741085202377,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,174,25,25,True,True,False,False,0.115,0.85,0.035,-0.6988
"Hello JonathanBunker,   Welcome to the Skype Community!  I know how important this is for you. I'd be glad to assist you on this.  Technically, signing in to multiple devices using the same account mostly caused this issue.  If you don't want to miss a call from your Skype Number, I would suggest you to set up Call forwarding. Call forwarding lets you forward your Skype calls to voice messaging, a landline or mobile number, or another Skype contact. Your incoming calls will be forwarded even if you're not signed in to Skype.  For more information, click here.  Hope this information helps. Let me know if you need further assistance.  Thank you! ",2,0.40989928186192465,0.7216083673026652,False,True,0.0,0.0,0.0,0.0,0.0,1.0,2,0.5,459,53,47,False,True,True,False,0.01,0.823,0.167,0.9451
Did all the shuck and jive recommended and game still adds time to my game.  Let's face the truth the game has problems that has nothing to do with players computers.,3,0.3425790508647173,0.6715641170720699,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,106,15,15,False,False,False,False,0.078,0.805,0.118,0.1027
  Thank you very much! ,3,0.0,0.15702717677706413,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,1.0,11,2,2,True,True,True,False,0.0,0.518,0.482,0.4199
Thank you for the reply but I had tried all of this but I am still unable to install for the same reason as stated above.  Is there anything else I can do?,3,0.5096196917465291,0.41705804288441495,True,True,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,77,12,12,True,True,False,False,0.0,0.948,0.052,0.1901
"Hi and thanks for the instructions, I keep them for now. The blocking problem seems to have gone away by itself. hansg",6,0.24122532033850386,0.5003722177244453,False,False,0.0,0.0,0.0,0.0,0.0,0.0,6,0.8571428571428571,75,12,12,False,True,False,False,0.195,0.699,0.107,-0.34
"The screen shot I just sent you shows the e-mail address button, but when I click on web page, it still won't let me paste the hyperlink in the Link to. Any suggestions? ",5,0.47440095285108413,0.7093393289571824,True,False,0.0,0.0,1.0,0.0,0.0,1.0,5,0.625,120,20,20,True,False,False,False,0.0,1.0,0.0,0.0
You are quite right; not VLOOKUP but INDIRECT The snip below should get you started The sheet names (in row 2) and cell references (in column A) could be in hidden row/column or even on another sheet best wishes  ,5,0.08375490892684662,0.296005728307443,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,159,24,24,False,False,False,False,0.0,0.828,0.172,0.8271
"I want to load a publicly available KML file into Bing Maps.  I should be able to use the mapurl= switch. That DOES work from a Dropbox account if I use their ?raw switch to give direct access to the file instead of linking to the web file view. (How can you do that in MS Onedrive?) The KML file is at: http://sleddog.org/maps/google/ADMA-Trail.kml If you just go to that address, it sees it as a Google Earth file and asks if you want to open it in GE. So the following should work to open it in Bing Maps: http://www.bing.com/maps/?mapurl=http://www.sleddog.org/maps/google/ADMA-Trail.kml For several weeks it always gives this error This content is not available. It may have been deleted by the author. Of course the file DOES exist. If I put the exact same file in Dropbox with public access, it does work: http://www.bing.com/maps/?mapurl=https://www.dropbox.com/s/aedmzkuyi1gdvj9/ADMA-Trail.kml?raw=1 I can also import it into MyPlaces in Bing Maps. But I want to have just one file to update for viewing from Google Maps, Bing Maps and Google Earth. Thanks for any help.",1,0.9999999999999998,0.9119797458490054,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,751,73,70,True,True,False,False,0.011,0.923,0.065,0.8421
These are all available via Insert|Symbol: È É Ê Ë Ē Ĕ Ė Ě,3,0.0,0.26536138880151094,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.42857142857142855,49,12,12,False,False,False,False,0.0,1.0,0.0,0.0
"Hi,  This issue can occur if Bing desktop app is corrupted. I would suggest you to uninstall and reinstall Bing Desktop app and check if it makes any difference.  To uninstall Bing Desktop from Windows, follow these steps:  You can also download Bing Desktop from the following Microsoft website: http://www.microsoft.com/en-us/download/details.aspx?id=35844  Let us know the status of the issue. If you need further assistance, please post back. We will be glad to help you.",2,0.15273359042247095,0.56624910040317,True,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,361,41,40,False,False,False,False,0.0,0.897,0.103,0.7906
thanks ,4,0.0,0.04612656040144425,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.8,6,1,1,True,True,False,False,0.0,0.0,1.0,0.4404
"Hi Brian,  Thank you for the prompt response.  This seems to be a bizarre experience when signing on the application. But since we have tried all possible options to no avail, I will send you a private message to get further help with this concern.  Please check your messages once you see this reply.  Regards,",6,0.2546781069283526,0.5516460552889516,False,False,0.0,0.0,1.0,0.0,0.0,0.0,6,0.8571428571428571,206,30,29,False,True,False,False,0.071,0.797,0.132,0.5859
"When a friend and I are on a video call everything we say using voice appears as text. How do you stop that. Also, it appeared that someone else was on the line. When either of us was not speaking a text conversation appeared. The friend who I am talking to did something but doesn't know how to undo what was done.",1,1.0,0.7399307576864959,False,False,1.0,0.0,0.0,0.0,1.0,1.0,1,0.3333333333333333,211,29,28,True,False,False,False,0.025,0.91,0.065,0.3818
"All of a sudden, the bing whether app refuses to open. It still appears to be updating on the live tile but eveytime I try to open it all I get is the opening screen with the sun picture in the middle. Nothing else. Anyone know a solution to this?",1,1.0,0.8440587853702026,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,170,26,25,True,False,False,False,0.0,0.943,0.057,0.4497
I have been getting some feedback in some other places and I agree with you. I am saving my Documents and user profile on my USB drive to be backed up regularly. I am planning  on making a set of system recovery discs to DVD+R's. I already have a set of 4 discs for my laptop. The one free copy that MS allows me to make.,5,0.5669269370162495,0.7199013949537335,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5555555555555556,206,30,29,True,False,False,False,0.0,0.901,0.099,0.7096
"Hi,  Thank you for the update on the issue and good to hear that your issue get resolved.  In addition to that, you are always welcome to post your queries on Microsoft Community forum. We'll be glad to assist you again.  Regards, ",5,0.34283054546571906,0.5876012269127013,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,148,22,22,False,True,False,False,0.0,0.739,0.261,0.9022
I was locked out of my skype account and found no way back in following the instructions...i never passed the test...three times. Meanwhile i set up a new account using same credit card but see that someone is using existing Skype details. i am really upset that there is no-one to talk to to resolve this issue. I can only think that everyone beware!!!! Skype cannot help you! I am furious because i have been using skip for years and wondering when i took the regain access test someone got hold of my account details...Someone from Skype get in touch please.,1,1.0,0.675737370394238,False,True,0.0,0.0,1.0,0.0,0.0,0.0,1,0.25,385,46,46,True,False,True,False,0.125,0.806,0.07,-0.8123
Thank you so much. It solved my problem.,3,0.02245066275334686,0.10773260339714294,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.375,30,5,5,True,True,False,False,0.215,0.398,0.387,0.2878
"A known issue introduced by v15.38 for which no fix has yet been provided. Please search the Community if you want details from any of the myriad postings, although there isn't much else to be said :-)",2,0.21202388648538392,0.40903685784918786,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,127,19,19,False,False,False,False,0.054,0.803,0.144,0.4019
I am very upset with how Skype has made it impossible to easily deal with support issues. When the new Skype was introduced I was unable to access my account because my Mac has OS 10.6.8. I had a subscription which I had paid for three months of North American calls to landlines and there's no way that I could get on to Skype to cancel this subscription. I'm definitely NOT buying another Mac just so I can upgrade because my computer is running fine. I did however borrow a computer so that I could sign into Skype and see what was going on. I set up the new Skype and accessed my account and it says I have no subscriptions. So I don't know what is going on. When the new Skype was introduced were all old subscriptions automatically cancelled and will I get a refund for the unused portion???,1,0.9999999999999999,0.8206532350955881,True,False,1.0,0.0,0.0,0.0,0.0,1.0,1,0.25,532,58,55,True,False,False,False,0.072,0.869,0.059,-0.3034
"I was signed in to the correct account I even tried signing out and signing in a bunch of times. And the screenshots were from my own phone and account which is why it was so weird it was the blocked icon.  Anyway I did what you told me, though I couldn't uninstall just disable the app but it worked anyway. Thank you so much!",3,0.5101312753876741,0.791583583974226,False,False,1.0,0.0,0.0,1.0,0.0,0.0,3,0.75,198,26,25,True,True,True,False,0.046,0.902,0.052,0.3338
None of the apps listed are installed on the laptop.  I uninstalled and deleted the display adapter software and checked for updates.  The Intel(R) HD Graphics 520 installed but the screen still flickers when I log in using standard user accounts.,3,0.5448932025181977,0.6273687163569499,False,False,0.0,0.0,1.0,0.0,0.0,0.0,3,0.42857142857142855,196,27,27,True,False,False,False,0.0,1.0,0.0,0.0
This doesn't seem to be working for me.  For some reason the font in the Document Map doesn't change when I alter the Document Map style.,4,0.45845460404900223,0.644067798010825,False,False,0.0,0.0,1.0,0.0,0.0,0.0,4,0.5,88,13,13,False,False,False,False,0.0,1.0,0.0,0.0
How do I send a request to someone I want to add to my Contacts in Skype?,1,1.0,0.6386173876682092,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1,0.3333333333333333,48,8,8,True,False,False,False,0.0,0.925,0.075,0.0772
"Hello Kimberly,  Welcome to Skype Community forum!  I understand why you're concerned. Do not worry, let me help you with this.  To isolate the issue, please check if you're logged into multiple devices. If yes, please log out your account and make sure you're using one device only. This might affect your presence status.  Refresh your status, set it to online then change it back to Show my presence to others. Then try to minimize the app and check if you will still be able to receive notifications.  If it didn't work, try to uninstall Skype > restart your device > download and install Skype and change your privacy settings again. Check if the same issue persists.  We'll look forward to your reply. ",2,0.286691089540498,0.8516015458046404,False,True,0.0,0.0,0.0,1.0,0.0,1.0,2,0.5,509,64,61,False,False,True,False,0.013,0.853,0.134,0.9349
"Please, continue monitoring if any contact gets blocked again after you have unblocked them today.",5,0.09930726528736966,0.36273812505500586,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,1.0,65,8,8,False,False,False,False,0.121,0.747,0.132,0.0516
"Hi,  You can add,rearrange and delete categories.  If this isn't what you're looking for, click the Feedback link in F&D settings > Feedback and request the feature.  Food & Drink FAQ http://windows.microsoft.com/en-us/windows-8/food-drink-app-faq  You can  add or remove content to suit your interests and change the order of sections exactly as you'd like. To add categories back in that you previously removed: From home, swipe down from the top of the screen or right-click to see the app commands.                 In the lower left-hand corner of the screen, click Customize.               Drag and drop to reorder sections, as you prefer.                 To remove a category, select the X in the top corner of the category you want to hide.               Click Manage Categories.                             Select the category you would like to add back in.               The check mark lets you know that the category has been added.     Info re: Collections -",2,0.2762907359183236,0.8462703640433936,False,False,1.0,0.0,0.0,0.0,0.0,0.0,2,0.2857142857142857,628,68,66,False,False,False,False,0.051,0.871,0.077,0.4588
Any future updates expected for the same?,3,0.2182178902359924,0.4455210556068153,True,True,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,28,4,4,True,False,False,False,0.0,1.0,0.0,0.0
"Hi Meredith and welcome to the Skype Community!   Q1: how is this possible that this contact appears suddenly on my list without being searched A: If you are using the new Skype available for users with Android Nougat 7.0 and Marshmallow 6.0 OS and for iOS users with iOS version 9 and higher, then this is a new feature wherein it would be easier for you to find your friends and family on Skype.    Q2: how come this new contact is not visible on the list for my existing contact and finally how did it started showing ""no mutual contact"" after a day?   A: That is quite strange. We need to check that further so I can get a better view of your concern. Please provide us a screenshot of what you can see on your Contact list on the Skype application. Please also provide your Skype version and iOS version of your device.     Thank you.  ",2,0.5759873124612244,0.8103940855170659,True,False,1.0,1.0,0.0,0.0,0.0,1.0,2,0.2857142857142857,539,63,63,False,True,True,False,0.012,0.874,0.113,0.9442
Similar ptoblem here when I'm calling an area known for low bandwidth. The noise goes away if only one of us is using video.,7,0.26127890589687236,0.3076019726227886,False,True,0.0,0.0,1.0,0.0,0.0,0.0,7,0.7,89,16,16,False,False,False,False,0.084,0.916,0.0,-0.2732
"You cannot.  Custom outgoing voice messages are no longer supported. Instead, Skype will use the default message for your app language.",2,0.12156613477096617,0.4601950115131127,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,0.6666666666666666,102,14,13,False,False,False,False,0.252,0.748,0.0,-0.6187
Maps for Laos were not available therefore the redirect to MSDN Developer forum.,4,0.33633639699815626,0.5847351773491255,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,60,8,8,False,False,False,False,0.0,1.0,0.0,0.0
"Good Morning, I have noticed that when I enter an address into Bing and where the address is not perfectly accurate the result I get back is totally not what I am expecting. For example if I type ""1616 Crest View Drive, Hudson, WI"" I get back that address.  However, if I type ""1616 Crestview Drive, Hudson, WI"" the address that is returned is the following ""1616 Crestview Dr, Wausau, WI 54403"" This is a totally different city than what I was expecting.  Is this now expected behavior.  Our company has an application that is now reporting the wrong mileage based on the fact the name of the street is not entered perfectly"" Any assistance would be appreciated. Thanks! Scott",1,1.0,0.8638951679614502,False,False,1.0,1.0,1.0,0.0,0.0,0.0,1,0.25,497,52,50,True,True,True,False,0.076,0.856,0.068,-0.2565
"The issue isn't ""random"" :-) It is that the built-in list Styles in Word include a .5"" Left Indent for the list item text. If the number of items goes beyond single digits that Indent often is not enough which causes the Indentation to go to the next available tab stop - especially when larger font sizes are applied. By default, that tap stop is at 1' which is what causes the gap.  There are several ways to adjust it. One option is to simply use a smaller font size, but based on how you've constructed the list it seems the better way may be to: Another option would be to do as above, but as step #5 just change the Number Position to Right (or Centered) rather than Left. ",5,0.4555092690848279,0.8151841556271245,False,False,1.0,0.0,1.0,0.0,0.0,1.0,5,0.8333333333333334,473,66,62,False,False,False,False,0.035,0.918,0.048,0.4155
from my dll.bb vcf .com ,4,0.042796049251091296,0.1495808451097409,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.8,13,3,3,False,False,False,False,0.0,1.0,0.0,0.0
"Hi,  IMO you can simplify the formulas: C2: =IF(COUNTIF(B2,""*Page*""),"""",LEFT(B2,FIND("" "",B2)-1)) D2: =IF(C2="""",D1,IF(ISNUMBER(FIND(""/"",C2)),D1,C2)) E2: =IF(ISNUMBER(FIND(""/"",C2)),C2*1,C2)  e.g. IF(IFERROR(FIND(""/"",C2),C2)<6,DATEVALUE(C2),IFERROR(FIND(""/"",C2),C2))  there is no need to test twice  ISNUMBER(FIND(""/"",C2)) returns true/false hence a simple IF can handle it.",3,0.31277095708547403,0.5713247047328441,False,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.5,354,29,29,False,False,False,False,0.064,0.936,0.0,-0.296
"Hello,   Thank you for visiting Microsoft Community.   As per the description, I understand that you’re facing issues using a website which is registered with Bing Webmaster. I will certainly help you with the issue.   I would suggest you to refer to refer to the link mentioned below and check if that helps: https://www.bing.com/webmaster/help/why-is-my-site-not-in-the-index-2141dfab  For additional information, you may also refer to Bing Webmaster Center FAQs: https://www.microsoft.com/en-us/download/details.aspx?id=11424  Hope this information helps.   Reply us with the status of the issue.   Sincerely, AnSethajput",2,0.41626205006789396,0.874189780618574,True,False,0.0,0.0,0.0,1.0,0.0,0.0,2,0.6666666666666666,461,42,40,False,True,False,False,0.0,0.795,0.205,0.9501
"I have done installing and uninstalling couple of times with no results. But I have found the cause now: upon Skype starting it will ask for some permissions, and I disallowed some of them which I deem not necessary. After some tests I found permission of ""Make phone calls (directly call phone numbers"" must be allowed to make Skype connect, though I don't see the necessity of it. I use Skype just for network calling and messaging. p.s. How do I mark my own reply as answer?",3,0.4069206502309948,0.645332470517159,True,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.3,346,43,40,True,False,False,False,0.018,0.982,0.0,-0.1531
Thank you.  If I have a large spreadsheet with numerous vehicle numbers that won't work.  I was wondering if subtotal would work if I had 200 vehicles numbers and their associated fuel costs.  I would want to count and subtotal at each change in vehicle number.,5,0.14993266255796672,0.5522879133317411,False,False,0.0,0.0,0.0,0.0,0.0,0.0,5,0.7142857142857143,187,21,19,True,True,False,False,0.0,0.894,0.106,0.4767
"I want to get the rewards so I have to remember to log in each time, why doesn't it log you in automatically?",1,1.0,0.6526034587516608,True,False,0.0,0.0,0.0,1.0,0.0,0.0,1,0.16666666666666666,56,8,8,True,False,False,False,0.0,0.827,0.173,0.5267
Hi. Recently on my Samsung Galaxy S6 when i use my microphone people dont hear my voice. But when i connect my micrphone to my laptop they can hear me. What I should do to solve that? A quick answer would be awesome.,1,1.0,0.4987137349718356,True,False,0.0,0.0,1.0,0.0,0.0,0.0,1,0.16666666666666666,148,23,23,True,False,False,False,0.0,0.839,0.161,0.8338
"Maybe all you're missing is the link for downloading Office 2011. If you still have your product key, you can use it to activate an install of Office 2011, which you can download here: Download Office 2011 https://www2.downloadoffice2010.microsoft.com/macdl/registerkey.aspx?culture=en-us&ref=macdl   The online version is missing most of the advanced features of the desktop version. It also has far fewer fonts. It is not surprising that your presentations look different in the on-line version.  Of course Jennifer wants you to spend $$ on the new version. If you use PowerPoint enough, I think getting an Office 365 subscription is a good value right now. There's lots of new features, including Morph, my favorite new feature. ",3,0.20632490039990223,0.816884059710354,True,False,0.0,0.0,0.0,0.0,0.0,0.0,3,0.75,555,56,54,False,False,False,False,0.051,0.862,0.087,0.6542
"Hi,  Go to Bing.com and Hover or Click on Info icon for information relevant to the featured image.",4,0.1636634176769943,0.5530350393771367,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,73,11,11,False,False,False,False,0.0,1.0,0.0,0.0
"We are using a large workbook with multiple sheets to capture similar and add new data (different purposes). There are 3 columns (Person's Name, Agency, Topic) that we would like linked across 2 sheets and then be able to add, change or sort data in each one while maintaining the data integrity of the row.   Dummy Data Example 1st sheet: Participants Name        Agency       Topic             Comments         Priority         Contact # Snoopy     Doghouse    Animals          Smells Funny       3 Mickey      Disney         Mice               Catch                 1   2nd Sheet:  Calendar Name        Agency       Topic             Contacted         Status                     Dates Available Snoopy     Doghouse    Animals          Yes                  Arriving Friday Mickey      Disney         Mice                No                 Unknown   I can link the first 3 columns, but if we add data to the others and then sort the 1st sheet, the data linked becomes mismatched with the data entered for each person on the 2nd sheet .  Is there anyway to prevent this while allowing the data to be sorted?   Thanks, Lisa",1,0.9999999999999999,0.7889244304751559,True,True,0.0,0.0,0.0,0.0,0.0,0.0,1,0.14285714285714285,700,75,71,True,True,False,False,0.01,0.913,0.077,0.8294
"You can share your thoughts by using the feedback button within Bing Maps, going to Bing Listens, or tweeting @bingmaps.",4,0.13222147133698628,0.4578085650259949,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,0.8,98,13,13,False,False,False,False,0.0,0.896,0.104,0.296
Press Ctrl + Shift + Esc key combination on your keyboard.,4,0.0,0.18962670799619144,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,1.0,48,7,7,False,False,False,False,0.0,1.0,0.0,0.0
"How can I get my Skype url name to give to associates. Also, what is a Room, someone sent me a Skype and said to respond only in this room.",1,0.9999999999999998,0.6329821876917078,False,False,1.0,0.0,0.0,0.0,0.0,0.0,1,0.25,86,13,13,True,False,False,False,0.0,1.0,0.0,0.0
